seqid	seqid_raw	probeid	sumstat_file	file_basename	parsed_symbol	parsed_alias	package_symbol	symbol	gene_name	target_full_name	gene_name_hg38	uniprot_ids	entrez_ids	ensembl_gene_ids	gene_id_hg38	cytoband	chromosome_hg38	gene_start_hg38	gene_end_hg38	strand_hg38	tss_hg38	n_somascan_rows	n_coord_rows	mapping_source
"SeqId_16317_20"	"16317_20"	"16317-20"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/16317_20_DSG3_Desmoglein_3.txt.gz"	"16317_20_DSG3_Desmoglein_3.txt.gz"	"DSG3"	"Desmoglein_3"	"DSG3"	"DSG3"	"desmoglein 3"	"Desmoglein-3"	"DSG3"	"A8K2V2;P32926"	"1830"	"ENSG00000134757"	"ENSG00000134757"	"18q12.1"	"18"	31447795	31478702	1	31447795	2	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18883_4"	"18883_4"	"18883-4"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18883_4_DSTN_DEST.txt.gz"	"18883_4_DSTN_DEST.txt.gz"	"DSTN"	"DEST"	"DSTN"	"DSTN"	"destrin, actin depolymerizing factor"	"Destrin"	"DSTN"	"B7Z9M9;B2R6N2;B4DYA6;P18282;P60981;Q5W166;Q6IAW2;V9HWA6"	"11034"	"ENSG00000125868"	"ENSG00000125868"	"20p12.1"	"20"	17569863	17609919	1	17569863	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19194_9"	"19194_9"	"19194-9"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19194_9_DTD1_Histidyl_tRNA_synthetase_related.txt.gz"	"19194_9_DTD1_Histidyl_tRNA_synthetase_related.txt.gz"	"DTD1"	"Histidyl_tRNA_synthetase_related"	"DTD1"	"DTD1"	"D-aminoacyl-tRNA deacylase 1"	"D-tyrosyl-tRNA(Tyr) deacylase 1"	"DTD1"	"A0A2R8Y6X2;A8K5X5;D3DW37;Q496C9;Q496D1;Q5W184;Q8TEA8;Q8WXU8;Q9BW67;Q9H464;Q9H474"	"92675"	"ENSG00000125821"	"ENSG00000125821"	"20p11.23"	"20"	18567453	18763917	1	18567453	11	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18280_29"	"18280_29"	"18280-29"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18280_29_DTD2_DTD2.txt.gz"	"18280_29_DTD2_DTD2.txt.gz"	"DTD2"	"DTD2"	"DTD2"	"DTD2"	"D-aminoacyl-tRNA deacylase 2"	"Putative D-tyrosyl-tRNA(Tyr) deacylase 2"	"DTD2"	"D3DS87;Q96FN9"	"112487"	"ENSG00000129480"	"ENSG00000129480"	"14q12"	"14"	31446036	31457510	-1	31457510	2	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11430_49"	"11430_49"	"11430-49"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11430_49_DTX1_DTX1.txt.gz"	"11430_49_DTX1_DTX1.txt.gz"	"DTX1"	"DTX1"	"DTX1"	"DTX1"	"deltex E3 ubiquitin ligase 1"	"E3 ubiquitin-protein ligase DTX1"	"DTX1"	"O60630;Q86Y01;Q9BS04"	"1840"	"ENSG00000135144"	"ENSG00000135144"	"12q24.13"	"12"	113056709	113098028	1	113056709	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11643_73"	"11643_73"	"11643-73"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11643_73_DTX3L_DTX3L.txt.gz"	"11643_73_DTX3L_DTX3L.txt.gz"	"DTX3L"	"DTX3L"	"DTX3L"	"DTX3L"	"deltex E3 ubiquitin ligase 3L"	"E3 ubiquitin-protein ligase DTX3L"	"DTX3L"	"B3KWH6;Q53ZZ3;Q5MJP7;Q8TDB6"	"151636"	"ENSG00000163840"	"ENSG00000163840"	"3q21.1"	"3"	122564238	122575203	1	122564238	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19504_22"	"19504_22"	"19504-22"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19504_22_DTYMK_KTHY.txt.gz"	"19504_22_DTYMK_KTHY.txt.gz"	"DTYMK"	"KTHY"	"DTYMK"	"DTYMK"	"deoxythymidylate kinase"	"Thymidylate kinase"	"DTYMK"	"Q53F55;H7C312;P23919;B7ZW70;Q6FGU2;Q6FGX1;Q9BUX4"	"1841"	"ENSG00000168393"	"ENSG00000168393"	"2q37.3"	"2"	241675742	241686991	-1	241686991	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13506_10"	"13506_10"	"13506-10"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13506_10_DUS2_DUS2L.txt.gz"	"13506_10_DUS2_DUS2L.txt.gz"	"DUS2"	"DUS2L"	"DUS2"	"DUS2"	"dihydrouridine synthase 2"	"tRNA-dihydrouridine(20) synthase [NAD(P)+]-like"	"DUS2"	"A8K3G3;B4DKP8;Q4H4D9;Q9NX74;E7EUN9"	"54920"	"ENSG00000167264"	"ENSG00000167264"	"16q22.1"	"16"	67987746	68079320	1	67987746	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6525_17"	"6525_17"	"6525-17"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6525_17_DUSP13_DUSP13.txt.gz"	"6525_17_DUSP13_DUSP13.txt.gz"	"DUSP13"	"DUSP13"	"DUSP13B"	"DUSP13B"	"dual specificity phosphatase 13B"	"Dual specificity protein phosphatase 13 isoform A"	NA	"U3KQA1;A0A9L9PXN7;A0A024QZR6;A8K776;A8K782;B3KPY1;B3KXT0;B4DUK0;Q5JSC6;Q6IAR0;Q96GC2;Q9UII6;U3KQ82"	"51207"	"ENSG00000079393;ENSG00000293542"	NA	"10q22.2"	NA	NA	NA	NA	NA	26	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12838_28"	"12838_28"	"12838-28"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12838_28_DUSP15_DUS15.txt.gz"	"12838_28_DUSP15_DUS15.txt.gz"	"DUSP15"	"DUS15"	"DUSP15"	"DUSP15"	"dual specificity phosphatase 15"	"Dual specificity protein phosphatase 15"	"DUSP15"	"Q9H1R2;A6NH79;A8MVC8;Q5QP62;Q5QP63;Q5QP65;Q6PGN7;Q8N826;Q9BX24"	"128853"	"ENSG00000149599"	"ENSG00000149599"	"20q11.21"	"20"	31847637	31870747	-1	31870747	9	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_14631_22"	"14631_22"	"14631-22"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/14631_22_DUSP16_DUS16.txt.gz"	"14631_22_DUSP16_DUS16.txt.gz"	"DUSP16"	"DUS16"	"DUSP16"	"DUSP16"	"dual specificity phosphatase 16"	"Dual specificity protein phosphatase 16"	"DUSP16"	"Q32MA0;Q547C7;Q96N49;Q96QS2;Q9BY84;Q9C0G3"	"80824"	"ENSG00000111266;ENSG00000280962"	"ENSG00000111266"	"12p13.2"	"12"	12474210	12562383	-1	12562383	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17326_44"	"17326_44"	"17326-44"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17326_44_DUSP23_DUS23.txt.gz"	"17326_44_DUSP23_DUS23.txt.gz"	"DUSP23"	"DUS23"	"DUSP23"	"DUSP23"	"dual specificity phosphatase 23"	"Dual specificity protein phosphatase 23"	"DUSP23"	"A0A140VJI5;Q9BVJ7;Q9NX48"	"54935"	"ENSG00000158716"	"ENSG00000158716"	"1q23.2"	"1"	159780932	159782543	1	159780932	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8967_6"	"8967_6"	"8967-6"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8967_6_DUSP26_DUS26.txt.gz"	"8967_6_DUSP26_DUS26.txt.gz"	"DUSP26"	"DUS26"	"DUSP26"	"DUSP26"	"dual specificity phosphatase 26"	"Dual specificity protein phosphatase 26"	"DUSP26"	"D3DSV8;Q9BTW0;Q9BV47"	"78986"	"ENSG00000133878"	"ENSG00000133878"	"8p12"	"8"	33591332	33600106	-1	33600106	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9940_35"	"9940_35"	"9940-35"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9940_35_DUSP28_DUS28.txt.gz"	"9940_35_DUSP28_DUS28.txt.gz"	"DUSP28"	"DUS28"	"DUSP28"	"DUSP28"	"dual specificity phosphatase 28"	"Dual specificity phosphatase 28"	"DUSP28"	"Q4G0W2"	"285193"	"ENSG00000188542"	"ENSG00000188542"	"2q37.3"	"2"	240560054	240564014	1	240560054	1	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3480_7"	"3480_7"	"3480-7"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3480_7_DUSP3_DUS3.txt.gz"	"3480_7_DUSP3_DUS3.txt.gz"	"DUSP3"	"DUS3"	"DUSP3"	"DUSP3"	"dual specificity phosphatase 3"	"Dual specificity protein phosphatase 3"	"DUSP3"	"B5BUI8;D3DX45;P51452;Q5U0J1;Q8IYJ9"	"1845"	"ENSG00000108861"	"ENSG00000108861"	"17q21.31"	"17"	43766121	43778988	-1	43778988	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10035_6"	"10035_6"	"10035-6"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10035_6_DUSP4_DUS4.txt.gz"	"10035_6_DUSP4_DUS4.txt.gz"	"DUSP4"	"DUS4"	"DUSP4"	"DUSP4"	"dual specificity phosphatase 4"	"Dual specificity protein phosphatase 4"	"DUSP4"	"B2RBU5;D3DSU4;G5E930;Q13115;Q13524;Q13649"	"1846"	"ENSG00000120875"	"ENSG00000120875"	"8p12"	"8"	29333064	29350668	-1	29350668	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12341_8"	"12341_8"	"12341-8"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12341_8_DUSP6_DUS6.txt.gz"	"12341_8_DUSP6_DUS6.txt.gz"	"DUSP6"	"DUS6"	"DUSP6"	"DUSP6"	"dual specificity phosphatase 6"	"Dual specificity protein phosphatase 6"	"DUSP6"	"B5BU29;O75109;Q16828;Q53Y75;Q9BSH6;Q53GP9"	"1848"	"ENSG00000139318"	"ENSG00000139318"	"12q21.33"	"12"	89347232	89353271	-1	89353271	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9995_6"	"9995_6"	"9995-6"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9995_6_DUT_DUT.txt.gz"	"9995_6_DUT_DUT.txt.gz"	"DUT"	"DUT"	"DUT"	"DUT"	"deoxyuridine triphosphatase"	"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial"	"DUT"	"A8K650;B4DPR5;H0YKC5;O14785;P33316;Q16708;Q16860;Q6FHN1;Q6NSA3;Q96Q81;A0A0C4DGL3;H0YNW5"	"1854"	"ENSG00000128951"	"ENSG00000128951"	"15q21.1"	"15"	48331011	48343373	1	48331011	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13575_40"	"13575_40"	"13575-40"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13575_40_DVL2_DVL2.txt.gz"	"13575_40_DVL2_DVL2.txt.gz"	"DVL2"	"DVL2"	"DVL2"	"DVL2"	"dishevelled segment polarity protein 2"	"Segment polarity protein dishevelled homolog DVL-2"	"DVL2"	"D3DTN3;I3L2N2;O14641;Q53XM0"	"1856"	"ENSG00000004975"	"ENSG00000004975"	"17p13.1"	"17"	7225341	7234545	-1	7234545	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3881_49"	"3881_49"	"3881-49"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3881_49_DYNLL1_DLC8.txt.gz"	"3881_49_DYNLL1_DLC8.txt.gz"	"DYNLL1"	"DLC8"	"DYNLL1"	"DYNLL1"	"dynein light chain LC8-type 1"	"Dynein light chain 1, cytoplasmic"	"DYNLL1"	"P63167;Q15701;Q6FGH9"	"8655"	"ENSG00000088986"	"ENSG00000088986"	"12q24.31"	"12"	120469850	120498493	1	120469850	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11493_169"	"11493_169"	"11493-169"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11493_169_DYNLL2_DYL2.txt.gz"	"11493_169_DYNLL2_DYL2.txt.gz"	"DYNLL2"	"DYL2"	"DYNLL2"	"DYNLL2"	"dynein light chain LC8-type 2"	"Dynein light chain 2, cytoplasmic"	"DYNLL2"	"B2R5B4;Q96FJ2"	"140735"	"ENSG00000264364"	"ENSG00000264364"	"17q22"	"17"	58083415	58095536	1	58083415	2	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3845_51"	"3845_51"	"3845-51"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3845_51_DYNLRB1_DLRB1.txt.gz"	"3845_51_DYNLRB1_DLRB1.txt.gz"	"DYNLRB1"	"DLRB1"	"DYNLRB1"	"DYNLRB1"	"dynein light chain roadblock-type 1"	"Dynein light chain roadblock-type 1"	"DYNLRB1"	"B4DFR2;B1AKR5;Q5TC72;Q96IV3;Q9NP97;Q9NQM2"	"83658"	"ENSG00000125971"	"ENSG00000125971"	"20q11.22"	"20"	34516409	34540958	1	34516409	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17827_53"	"17827_53"	"17827-53"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17827_53_DYNLRB2_DLRB2.txt.gz"	"17827_53_DYNLRB2_DLRB2.txt.gz"	"DYNLRB2"	"DLRB2"	"DYNLRB2"	"DYNLRB2"	"dynein light chain roadblock-type 2"	"Dynein light chain roadblock-type 2"	"DYNLRB2"	"H3BQI1;A0A140VJH9;Q8TF09"	"83657"	"ENSG00000168589"	"ENSG00000168589"	"16q23.2"	"16"	80540734	80550760	1	80540734	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_14331_262"	"14331_262"	"14331-262"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/14331_262_DYNLT1_DYLT1.txt.gz"	"14331_262_DYNLT1_DYLT1.txt.gz"	"DYNLT1"	"DYLT1"	"DYNLT1"	"DYNLT1"	"dynein light chain Tctex-type 1"	"Dynein light chain Tctex-type 1"	"DYNLT1"	"P63172;Q15763;Q5VTU4"	"6993"	"ENSG00000146425"	"ENSG00000146425"	"6q25.3"	"6"	158636474	158644739	-1	158644739	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12867_40"	"12867_40"	"12867-40"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12867_40_DYNLT3_DYLT3.txt.gz"	"12867_40_DYNLT3_DYLT3.txt.gz"	"DYNLT3"	"DYLT3"	"DYNLT3"	"DYNLT3"	"dynein light chain Tctex-type 3"	"Dynein light chain Tctex-type 3"	"DYNLT3"	"F2Z328;P51808;Q6ICS3"	"6990"	"ENSG00000165169"	"ENSG00000165169"	"Xp11.4"	"X"	37836757	37847637	-1	37847637	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_4359_87"	"4359_87"	"4359-87"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/4359_87_DYRK3_DYRK3.txt.gz"	"4359_87_DYRK3_DYRK3.txt.gz"	"DYRK3"	"DYRK3"	"DYRK3"	"DYRK3"	"dual specificity tyrosine phosphorylation regulated kinase 3"	"Dual specificity tyrosine-phosphorylation-regulated kinase 3"	"DYRK3"	"A8K574;D3DT79;O43781;Q7Z752;Q9HBY6;Q9HBY7;B2R859"	"8444"	"ENSG00000143479"	"ENSG00000143479"	"1q32.1"	"1"	206635536	206684419	1	206635536	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19323_1"	"19323_1"	"19323-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19323_1_EBAG9_RCAS1.txt.gz"	"19323_1_EBAG9_RCAS1.txt.gz"	"EBAG9"	"RCAS1"	"EBAG9"	"EBAG9"	"estrogen receptor binding site associated antigen 9"	"Receptor-binding cancer antigen expressed on SiSo cells"	"EBAG9"	"A8K3N6;O00559;Q5Y8C7;Q6IB20;Q9BS76"	"9166"	"ENSG00000147654"	"ENSG00000147654"	"8q23.2"	"8"	109539711	109565996	1	109539711	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10851_77"	"10851_77"	"10851-77"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10851_77_EBI3_IL27B.txt.gz"	"10851_77_EBI3_IL27B.txt.gz"	"EBI3"	"IL27B"	"EBI3"	"EBI3"	"Epstein-Barr virus induced 3"	"Interleukin-27 subunit beta"	"EBI3"	"A0N0N2;O75269;Q14213"	"10148"	"ENSG00000105246"	"ENSG00000105246"	"19p13.3"	"19"	4229498	4237531	1	4229498	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8767_44"	"8767_44"	"8767-44"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8767_44_ECE1_Endothelin_converting_enzyme_1.txt.gz"	"8767_44_ECE1_Endothelin_converting_enzyme_1.txt.gz"	"ECE1"	"Endothelin_converting_enzyme_1"	"ECE1"	"ECE1"	"endothelin converting enzyme 1"	"Endothelin-converting enzyme 1:Cytoplasmic domain"	"ECE1"	"B4DKB2;A8K3P1;B4E291;P42892;Q14217;Q17RN5;Q2Z2K8;Q58GE7;Q5THM5;Q5THM7;Q5THM8;Q9UJQ6;Q9UPF4;Q9UPM4;Q9Y501"	"1889"	"ENSG00000117298"	"ENSG00000117298"	"1p36.12"	"1"	21217247	21345504	-1	21345504	15	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7076_17"	"7076_17"	"7076-17"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7076_17_ECEL1_ECEL1.txt.gz"	"7076_17_ECEL1_ECEL1.txt.gz"	"ECEL1"	"ECEL1"	"ECEL1"	"ECEL1"	"endothelin converting enzyme like 1"	"Endothelin-converting enzyme-like 1"	"ECEL1"	"O95672;A0A6F7YIA8;Q45UD9;Q53RF9;Q6UW86;Q86TH4;Q9NY95"	"9427"	"ENSG00000171551"	"ENSG00000171551"	"2q37.1"	"2"	232479827	232487828	-1	232487828	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12662_82"	"12662_82"	"12662-82"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12662_82_ECH1_ECH1.txt.gz"	"12662_82_ECH1_ECH1.txt.gz"	"ECH1"	"ECH1"	"ECH1"	"ECH1"	"enoyl-CoA hydratase 1"	"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"	"ECH1"	"A0A384MR44;A8K745;M0R248;Q13011;Q8WVX0;Q96EZ9"	"1891"	"ENSG00000104823;ENSG00000282853"	"ENSG00000104823"	"19q13.2"	"19"	38815422	38832005	-1	38832005	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17787_1"	"17787_1"	"17787-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17787_1_ECHS1_Enoyl_CoA_hydratase.txt.gz"	"17787_1_ECHS1_Enoyl_CoA_hydratase.txt.gz"	"ECHS1"	"Enoyl_CoA_hydratase"	"ECHS1"	"ECHS1"	"enoyl-CoA hydratase, short chain 1"	"Enoyl-CoA hydratase, mitochondrial"	"ECHS1"	"A0A384MDW7;O00739;P30084;Q5VWY1;Q96H54"	"1892"	"ENSG00000127884"	"ENSG00000127884"	"10q26.3"	"10"	133362480	133373689	-1	133373689	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19367_34"	"19367_34"	"19367-34"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19367_34_DCI_D3D2.txt.gz"	"19367_34_DCI_D3D2.txt.gz"	"DCI"	"D3D2"	"ECI1"	"ECI1"	"enoyl-CoA delta isomerase 1"	"Enoyl-CoA delta isomerase 1, mitochondrial"	"ECI1"	"P42126;A0A384NKJ3;A8K512;Q13290;Q7Z2L6;Q7Z2L7;Q96DC0;Q9BUB8;Q9BW05;Q9UDG6"	"1632"	"ENSG00000167969"	"ENSG00000167969"	"16p13.3"	"16"	2239395	2252300	-1	2252300	10	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12859_33"	"12859_33"	"12859-33"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12859_33_ECI2_PECI.txt.gz"	"12859_33_ECI2_PECI.txt.gz"	"ECI2"	"PECI"	"ECI2"	"ECI2"	"enoyl-CoA delta isomerase 2"	"Enoyl-CoA delta isomerase 2, mitochondrial"	"ECI2"	"A0A0C4DGA2;Q53GC8;Q53HG3;O75521;Q5JYK5;Q5JYK7;Q7L124;Q8N0X0;Q9BUE9;Q9H0T9;Q9NQH1;Q9NYH7;Q9UN55"	"10455"	"ENSG00000198721"	"ENSG00000198721"	"6p25.2"	"6"	4115689	4135597	-1	4135597	13	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3366_51"	"3366_51"	"3366-51"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3366_51_ECM1_ECM1.txt.gz"	"3366_51_ECM1_ECM1.txt.gz"	"ECM1"	"ECM1"	"ECM1"	"ECM1"	"extracellular matrix protein 1"	"Extracellular matrix protein 1"	"ECM1"	"Q16610;A0A140VJI7;A8K8S0;B4DW49;B4DY60;O43266;Q5T5G4;Q5T5G5;Q5T5G6;Q8IZ60"	"1893"	"ENSG00000143369"	"ENSG00000143369"	"1q21.2"	"1"	150508062	150513789	1	150508062	10	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6362_6"	"6362_6"	"6362-6"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6362_6_C2orf40_AUGN.txt.gz"	"6362_6_C2orf40_AUGN.txt.gz"	"C2orf40"	"AUGN"	"ECRG4"	"ECRG4"	"ECRG4 augurin precursor"	"Augurin"	NA	"D3DVK2;Q9H1Z8;B8ZZE5;C9JRR0"	"84417"	"ENSG00000119147"	NA	"2q12.2"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_14024_196"	"14024_196"	"14024-196"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/14024_196_EDA_EDA.txt.gz"	"14024_196_EDA_EDA.txt.gz"	"EDA"	"EDA"	"EDA"	"EDA"	"ectodysplasin A"	"Ectodysplasin-A, secreted form"	"EDA"	"A0A0K0KSD3;A0A0U5J797;Q92838;A0AUZ2;A2A337;B7ZLU2;B7ZLU4;O75910;Q5JS00;Q5JUM7;Q9UP77;Q9Y6L0;Q9Y6L1;Q9Y6L2;Q9Y6L3;Q9Y6L4"	"1896"	"ENSG00000158813"	"ENSG00000158813"	"Xq13.1"	"X"	69616067	70039469	1	69616067	16	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_2826_53"	"2826_53"	"2826-53"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/2826_53_EDA_EDA.txt.gz"	"2826_53_EDA_EDA.txt.gz"	"EDA"	"EDA"	"EDA"	"EDA"	"ectodysplasin A"	"Ectodysplasin-A, secreted form"	"EDA"	"A0A0K0KSD3;A0A0U5J797;Q92838;A0AUZ2;A2A337;B7ZLU2;B7ZLU4;O75910;Q5JS00;Q5JUM7;Q9UP77;Q9Y6L0;Q9Y6L1;Q9Y6L2;Q9Y6L3;Q9Y6L4"	"1896"	"ENSG00000158813"	"ENSG00000158813"	"Xq13.1"	"X"	69616067	70039469	1	69616067	16	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3083_71"	"3083_71"	"3083-71"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3083_71_EDA2R_XEDAR.txt.gz"	"3083_71_EDA2R_XEDAR.txt.gz"	"EDA2R"	"XEDAR"	"EDA2R"	"EDA2R"	"ectodysplasin A2 receptor"	"Tumor necrosis factor receptor superfamily member 27"	"EDA2R"	"B2RBZ9;Q5VYX9;Q5VYY0;Q6UWM2;Q8IZA6;Q9HAV5;B4DQY6;B4DJW5"	"60401"	"ENSG00000131080"	"ENSG00000131080"	"Xq12"	"X"	66595637	66639298	-1	66639298	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_2977_7"	"2977_7"	"2977-7"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/2977_7_EDAR_EDAR.txt.gz"	"2977_7_EDAR_EDAR.txt.gz"	"EDAR"	"EDAR"	"EDAR"	"EDAR"	"ectodysplasin A receptor"	"Tumor necrosis factor receptor superfamily member EDAR"	"EDAR"	"B2R9H2;B4DLC5;D3DX74;E9PC98;Q52LL5;Q68DL5;Q9UND9;Q9UNE0"	"10913"	"ENSG00000135960"	"ENSG00000135960"	"2q13"	"2"	108894471	108989372	-1	108989372	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13066_42"	"13066_42"	"13066-42"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13066_42_EDC4_EDC4.txt.gz"	"13066_42_EDC4_EDC4.txt.gz"	"EDC4"	"EDC4"	"EDC4"	"EDC4"	"enhancer of mRNA decapping 4"	"Enhancer of mRNA-decapping protein 4"	"EDC4"	"A0A8B0RAT7;A6NGM1;A8K4T4;Q13025;Q13826;Q6P2E9;Q6ZR12;Q7Z6H7"	"23644"	"ENSG00000038358"	"ENSG00000038358"	"16q22.1"	"16"	67873023	67884503	1	67873023	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9536_16"	"9536_16"	"9536-16"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9536_16_EDDM3A_EP3A.txt.gz"	"9536_16_EDDM3A_EP3A.txt.gz"	"EDDM3A"	"EP3A"	"EDDM3A"	"EDDM3A"	"epididymal protein 3A"	"Epididymal secretory protein E3-alpha"	"EDDM3A"	"Q14507;Q4KN33;W0UTC5"	"10876"	"ENSG00000181562"	"ENSG00000181562"	"14q11.2"	"14"	20731699	20748380	1	20731699	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7782_34"	"7782_34"	"7782-34"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7782_34_EDDM3B_EP3B.txt.gz"	"7782_34_EDDM3B_EP3B.txt.gz"	"EDDM3B"	"EP3B"	"EDDM3B"	"EDDM3B"	"epididymal protein 3B"	"Epididymal secretory protein E3-beta"	"EDDM3B"	"A0PK89;P56851;W0UV31"	"64184"	"ENSG00000181552"	"ENSG00000181552"	"14q11.2"	"14"	20768427	20770948	1	20768427	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
