seqid	seqid_raw	probeid	sumstat_file	file_basename	parsed_symbol	parsed_alias	package_symbol	symbol	gene_name	target_full_name	gene_name_hg38	uniprot_ids	entrez_ids	ensembl_gene_ids	gene_id_hg38	cytoband	chromosome_hg38	gene_start_hg38	gene_end_hg38	strand_hg38	tss_hg38	n_somascan_rows	n_coord_rows	mapping_source
"SeqId_5719_66"	"5719_66"	"5719-66"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5719_66_FAM189A2_CI061.txt.gz"	"5719_66_FAM189A2_CI061.txt.gz"	"FAM189A2"	"CI061"	"ENTREP1"	"ENTREP1"	"endosomal transmembrane epsin interactor 1"	"Protein FAM189A2"	NA	"A0A0A0MR12;A0A6F8PH59;Q14CN5;Q15884;Q5T6C8;Q5T6C9;Q6ZTX4;Q96N10"	"9413"	"ENSG00000135063"	NA	"9q21.12"	NA	NA	NA	NA	NA	8	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11356_19"	"11356_19"	"11356-19"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11356_19_DGCR14_DGC14.txt.gz"	"11356_19_DGCR14_DGC14.txt.gz"	"DGCR14"	"DGC14"	"ESS2"	"ESS2"	"ess-2 splicing factor homolog"	"Protein DGCR14"	NA	"Q49AH7;Q96DF8;Q9BTZ4;F8WEF8"	"8220"	"ENSG00000100056"	NA	"22q11.21"	NA	NA	NA	NA	NA	8	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9490_3"	"9490_3"	"9490-3"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9490_3_C4orf32_CD032.txt.gz"	"9490_3_C4orf32_CD032.txt.gz"	"C4orf32"	"CD032"	"FAM241A"	"FAM241A"	"family with sequence similarity 241 member A"	"Uncharacterized protein C4orf32"	NA	"Q49A91;Q4W5C7;Q8N8J7;Q8TBF9"	"132720"	"ENSG00000174749"	NA	"4q25"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8220_15"	"8220_15"	"8220-15"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8220_15_C10orf35_CJ035.txt.gz"	"8220_15_C10orf35_CJ035.txt.gz"	"C10orf35"	"CJ035"	"FAM241B"	"FAM241B"	"family with sequence similarity 241 member B"	"Uncharacterized protein C10orf35"	NA	"Q96D05"	"219738"	"ENSG00000171224"	NA	"10q22.1"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8383_20"	"8383_20"	"8383-20"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8383_20_C11orf94_CK094.txt.gz"	"8383_20_C11orf94_CK094.txt.gz"	"C11orf94"	"CK094"	"FREY1"	"FREY1"	"Frey regulator of sperm-oocyte fusion 1"	"Uncharacterized protein C11orf94"	NA	"C9JXX5"	"143678"	"ENSG00000234776"	NA	"11p11.2"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18273_14"	"18273_14"	"18273-14"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18273_14_GAGE2D_GGE2D.txt.gz"	"18273_14_GAGE2D_GGE2D.txt.gz"	"GAGE2D"	"GGE2D"	"GAGE8"	"GAGE8"	"G antigen 8"	"G antigen 2D"	NA	"A6NG46;A6NNR8;B7ZL76;B7ZVY3;Q4V325;Q9UEU5"	"100101629"	"ENSG00000189064"	NA	"Xp11"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_5981_6"	"5981_6"	"5981-6"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5981_6_C21orf33_ES1.txt.gz"	"5981_6_C21orf33_ES1.txt.gz"	"C21orf33"	"ES1"	"GATD3"	"GATD3"	"glutamine amidotransferase class 1 domain containing 3"	"ES1 protein homolog, mitochondrial"	NA	"A0A096LP12;H7BYH1;F2Z2Q0;A0A140VKB0;A6NFJ6;A6NJY7;O00650;O00660;O15011;O15012;P0DPI2;P30042;P55346;P78474;Q92505;Q92507;H7C2G3"	"8209"	"ENSG00000160221"	NA	"21q22.3"	NA	NA	NA	NA	NA	17	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13620_10"	"13620_10"	"13620-10"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13620_10_ASNA1_ASNA.txt.gz"	"13620_10_ASNA1_ASNA.txt.gz"	"ASNA1"	"ASNA"	"GET3"	"GET3"	"guided entry of tail-anchored proteins factor 3, ATPase"	"ATPase ASNA1"	NA	"A6NHP8;A8K740;B4DEE5;O43681;Q53FC6;Q92849"	"439"	"ENSG00000198356"	NA	"19p13.13"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12657_2"	"12657_2"	"12657-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12657_2_TSTA3_FCL.txt.gz"	"12657_2_TSTA3_FCL.txt.gz"	"TSTA3"	"FCL"	"GFUS"	"GFUS"	"GDP-L-fucose synthase"	"GDP-L-fucose synthase"	NA	"E9PKL9;A0A140VKC8;B2R8Y7;D3DWK5;Q13630;Q567Q9;Q9UDG7"	"7264"	"ENSG00000104522;ENSG00000278243"	NA	"8q24.3"	NA	NA	NA	NA	NA	14	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6334_9"	"6334_9"	"6334-9"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6334_9_GGT2_GGT2.txt.gz"	"6334_9_GGT2_GGT2.txt.gz"	"GGT2"	"GGT2"	"GGT2P"	"GGT2P"	"gamma-glutamyltransferase 2, pseudogene"	"Inactive gamma-glutamyltranspeptidase 2"	NA	NA	"728441"	NA	NA	"22q11.21"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10613_33"	"10613_33"	"10613-33"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10613_33_CASC4_CASC4.txt.gz"	"10613_33_CASC4_CASC4.txt.gz"	"CASC4"	"CASC4"	"GOLM2"	"GOLM2"	"golgi membrane protein 2"	"Protein CASC4"	NA	"A8K4R1;B4DPZ6;G5E934;Q6P4E1;Q6UY45;Q96EM1"	"113201"	"ENSG00000166734"	NA	"15q15.3"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8838_10"	"8838_10"	"8838-10"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8838_10_CASC4_CASC4.txt.gz"	"8838_10_CASC4_CASC4.txt.gz"	"CASC4"	"CASC4"	"GOLM2"	"GOLM2"	"golgi membrane protein 2"	"Protein CASC4"	NA	"A8K4R1;B4DPZ6;G5E934;Q6P4E1;Q6UY45;Q96EM1"	"113201"	"ENSG00000166734"	NA	"15q15.3"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19230_12"	"19230_12"	"19230-12"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19230_12_GSTT1_GSTT1.txt.gz"	"19230_12_GSTT1_GSTT1.txt.gz"	"GSTT1"	"GSTT1"	"GSTT1"	"GSTT1"	"glutathione S-transferase theta 1"	"Glutathione S-transferase theta-1"	NA	"O00226;P30711;Q5TZY2;Q6IC69;Q969K8;Q96IY3;A0A0G2JRQ5;Q4GZS9;A0A0G2JRN4;A0A0G2JQM5;Q4W251"	"2952"	"ENSG00000277656"	NA	"22q11.23"	NA	NA	NA	NA	NA	11	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12709_63"	"12709_63"	"12709-63"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12709_63_H1FX_H1X.txt.gz"	"12709_63_H1FX_H1X.txt.gz"	"H1FX"	"H1X"	"H1-10"	"H1-10"	"H1.10 linker histone"	"Histone H1x"	NA	"A0A994J4R3;Q92522"	"8971"	"ENSG00000184897"	NA	"3q21.3"	NA	NA	NA	NA	NA	2	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_2987_37"	"2987_37"	"2987-37"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/2987_37_HIST1H1C_Histone_H1_2.txt.gz"	"2987_37_HIST1H1C_Histone_H1_2.txt.gz"	"HIST1H1C"	"Histone_H1_2"	"H1-2"	"H1-2"	"H1.2 linker histone, cluster member"	"Histone H1.2"	NA	"A8K4I2;P16403"	"3006"	"ENSG00000187837"	NA	"6p22.2"	NA	NA	NA	NA	NA	2	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_14144_3"	"14144_3"	"14144-3"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/14144_3_HIST3H2A_H2A3.txt.gz"	"14144_3_HIST3H2A_H2A3.txt.gz"	"HIST3H2A"	"H2A3"	"H2AC25"	"H2AC25"	"H2A clustered histone 25"	"Histone H2A type 3"	NA	"B2R4S4;B2R5B6;Q7L7L0"	"92815"	"ENSG00000181218;ENSG00000284841"	NA	"1q42.13"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_4163_5"	"4163_5"	"4163-5"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/4163_5_H2AFZ_Histone_H2A_z.txt.gz"	"4163_5_H2AFZ_Histone_H2A_z.txt.gz"	"H2AFZ"	"Histone_H2A_z"	"H2AZ1"	"H2AZ1"	"H2A.Z variant histone 1"	"Histone H2A.z"	NA	"B2RD56;C9J0D1;P0C0S5;P17317;Q6I9U0"	"3015"	"ENSG00000164032"	NA	"4q23"	NA	NA	NA	NA	NA	5	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_14143_8"	"14143_8"	"14143-8"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/14143_8_HIST2H2BE_H2B2E.txt.gz"	"14143_8_HIST2H2BE_H2B2E.txt.gz"	"HIST2H2BE"	"H2B2E"	"H2BC21"	"H2BC21"	"H2B clustered histone 21"	"Histone H2B type 2-E"	NA	"A3KMC7;A8K110;Q0D2M2;Q16778;Q4KMY1;Q5QNX0;Q9UE88"	"8349"	"ENSG00000184678"	NA	"1q21.2"	NA	NA	NA	NA	NA	7	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18823_52"	"18823_52"	"18823-52"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18823_52_HIST3H2BB_H2B3B.txt.gz"	"18823_52_HIST3H2BB_H2B3B.txt.gz"	"HIST3H2BB"	"H2B3B"	"H2BC26"	"H2BC26"	"H2B clustered histone 26"	"Histone H2B type 3-B"	NA	"A4FU05;A8K9J7;Q0D2M2;Q3ZCP6;Q5TA30;Q8N257"	"128312"	"ENSG00000196890;ENSG00000285449"	NA	"1q42.13"	NA	NA	NA	NA	NA	12	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_14146_92"	"14146_92"	"14146-92"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/14146_92_HIST1H3A_H31.txt.gz"	"14146_92_HIST1H3A_H31.txt.gz"	"HIST1H3A"	"H31"	"H3C1"	"H3C1"	"H3 clustered histone 1"	"Histone H3.1"	NA	"A0PJT7;A5PLR1;A8K4Y7;B2R6Y1;P02295;P02296;P16106;P68431;Q6ISV8;Q6NWP8;Q6NWP9;Q6NXU4;Q71DJ3;Q93081"	"8350"	"ENSG00000275714"	NA	"6p22.2"	NA	NA	NA	NA	NA	14	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17450_51"	"17450_51"	"17450-51"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17450_51_HARS_Histidyl_tRNA_synthetase.txt.gz"	"17450_51_HARS_Histidyl_tRNA_synthetase.txt.gz"	"HARS"	"Histidyl_tRNA_synthetase"	"HARS1"	"HARS1"	"histidyl-tRNA synthetase 1"	"Histidine--tRNA ligase, cytoplasmic"	NA	"A0A6Q8PF07;E7ETE2;A0A6Q8PHE3;B4DDD8;B4E1C5;Q52NV4;B4DHQ1;B4DY73;D6REN6;J3KNE5;P12081"	"3035"	"ENSG00000170445"	NA	"5q31.3"	NA	NA	NA	NA	NA	11	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_4553_65"	"4553_65"	"4553-65"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/4553_65_HDGFRP2_HDGR2.txt.gz"	"4553_65_HDGFRP2_HDGR2.txt.gz"	"HDGFRP2"	"HDGR2"	"HDGFL2"	"HDGFL2"	"HDGF like 2"	"Hepatoma-derived growth factor-related protein 2"	NA	"I3L080;K7EQZ6;Q7Z4V5;Q96GI5;Q9BW08"	"84717"	"ENSG00000167674"	NA	"19p13.3"	NA	NA	NA	NA	NA	5	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18899_82"	"18899_82"	"18899-82"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18899_82_HDGFRP3_HDGR3.txt.gz"	"18899_82_HDGFRP3_HDGR3.txt.gz"	"HDGFRP3"	"HDGR3"	"HDGFL3"	"HDGFL3"	"HDGF like 3"	"Hepatoma-derived growth factor-related protein 3"	NA	"Q9Y3E1"	"50810"	"ENSG00000166503"	NA	"15q25.2"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_3332_57"	"3332_57"	"3332-57"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/3332_57_HFE2_RGM_C.txt.gz"	"3332_57_HFE2_RGM_C.txt.gz"	"HFE2"	"RGM_C"	"HJV"	"HJV"	"hemojuvelin BMP co-receptor"	"Hemojuvelin"	NA	"Q6ZVN8;A8K9M7;B1ALI7;Q2PQ63;Q6IMF6;Q8NAH2;Q8WVJ5;A8K466"	"148738"	"ENSG00000168509"	NA	"1q21.1"	NA	NA	NA	NA	NA	8	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6962_5"	"6962_5"	"6962-5"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6962_5_HLA_DRB3_DRB3.txt.gz"	"6962_5_HLA_DRB3_DRB3.txt.gz"	"HLA"	"DRB3_DRB3"	"HLA-DRB3"	"HLA-DRB3"	"major histocompatibility complex, class II, DR beta 3"	"HLA class II histocompatibility antigen, DR beta 3 chain"	NA	"A0A4D6G1L1;A0A4Y5R8W3;A0ZXY9;A7MA46;B5AU12;B5AU13;B5AU14;B8YAC6;C6H115;C6H116;O02875;O19590;O46701;O46794;O78049;O78162;P01913;P79483;P79663;Q29721;Q29809;Q2PPD0;Q30144;Q507L8;Q5SP44;Q5STE0;Q6YJU6;Q70M87;Q7YQ62;Q860I9;Q8SP69;Q8WLT7;Q8WLT8;Q95359;Q95HM8;Q95IE5;Q96H16;Q9BCP3;Q9BD18;Q9MYA4;Q9MYH3;Q9MYH4;Q9TP01;Q9TP02;Q9TPB5;Q9TQ21;Q9UIN3;Q9UIN5"	"3125"	"ENSG00000230463;ENSG00000231679;ENSG00000196101"	NA	"6p21.3"	NA	NA	NA	NA	NA	144	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12815_9"	"12815_9"	"12815-9"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12815_9_IARS_SYIC.txt.gz"	"12815_9_IARS_SYIC.txt.gz"	"IARS"	"SYIC"	"IARS1"	"IARS1"	"isoleucyl-tRNA synthetase 1"	"Isoleucine--tRNA ligase, cytoplasmic"	NA	"A0A804HL54;Q59G75;A8KAE9;P41252;Q5TCD0;Q7Z3T4;Q9H588;A0A804HHW9;A0A804HJN6"	"3376"	"ENSG00000196305;ENSG00000291356"	NA	"9q22.31"	NA	NA	NA	NA	NA	18	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8255_34"	"8255_34"	"8255-34"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8255_34_MRVI1_MRVI1.txt.gz"	"8255_34_MRVI1_MRVI1.txt.gz"	"MRVI1"	"MRVI1"	"IRAG1"	"IRAG1"	"inositol 1,4,5-triphosphate receptor associated 1"	"Protein MRVI1"	NA	"B7Z3T4;B7Z6I2;B7Z9A3;E9PQY6;F5H6A1;J3KQZ7;Q17S00;Q9UNY1;Q9Y6F6"	"10335"	"ENSG00000072952"	NA	"11p15.4"	NA	NA	NA	NA	NA	9	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10704_91"	"10704_91"	"10704-91"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10704_91_LRMP_LRMP.txt.gz"	"10704_91_LRMP_LRMP.txt.gz"	"LRMP"	"LRMP"	"IRAG2"	"IRAG2"	"inositol 1,4,5-triphosphate receptor associated 2"	"Lymphoid-restricted membrane protein"	NA	"A0AVM2;B4E077;Q12912;Q8N301;B4DZV0;F5H006;A0A1B0GU45"	"4033"	"ENSG00000118308"	NA	"12p12.1"	NA	NA	NA	NA	NA	7	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6378_2"	"6378_2"	"6378-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6378_2_C5orf38_CEI.txt.gz"	"6378_2_C5orf38_CEI.txt.gz"	"C5orf38"	"CEI"	"IRX2-DT"	"IRX2-DT"	"IRX2 divergent transcript"	"Protein CEI"	NA	NA	"153571"	NA	NA	"5p15.33"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19335_2"	"19335_2"	"19335-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19335_2_HN1_HN1.txt.gz"	"19335_2_HN1_HN1.txt.gz"	"HN1"	"HN1"	"JPT1"	"JPT1"	"Jupiter microtubule associated homolog 1"	"Hematological and neurological expressed 1 protein"	NA	"Q9UK76;J3KT51;B2R6K3;Q53FG7;Q7Z2D2;Q7Z2F0"	"51155"	"ENSG00000189159"	NA	"17q25.1"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19249_18"	"19249_18"	"19249-18"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19249_18_KARS_SYK.txt.gz"	"19249_18_KARS_SYK.txt.gz"	"KARS"	"SYK"	"KARS1"	"KARS1"	"lysyl-tRNA synthetase 1"	"Lysine--tRNA ligase"	NA	"Q15046;A8MSK1;D3DUK4;O14946;Q96J25;Q9HB23"	"3735"	"ENSG00000065427"	NA	"16q23.1"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12956_40"	"12956_40"	"12956-40"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12956_40_KIAA1279_KBP.txt.gz"	"12956_40_KIAA1279_KBP.txt.gz"	"KIAA1279"	"KBP"	"KIFBP"	"KIFBP"	"kinesin family binding protein"	"KIF1-binding protein"	NA	"A0A6Q8PH45;A8K5M8;Q96EK5;Q9BR89;Q9ULE1;Q9Y428"	"26128"	"ENSG00000198954"	NA	"10q22.1"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7773_20"	"7773_20"	"7773-20"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7773_20_KIR2DL2_KI2L2.txt.gz"	"7773_20_KIR2DL2_KI2L2.txt.gz"	"KIR2DL2"	"KI2L2"	"KIR2DL2"	"KIR2DL2"	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2"	"Killer cell immunoglobulin-like receptor 2DL2"	NA	"A0A7D5BUS2;A6NF71;D0UWM1;E3NZD3;Q6H2H0;Q8N742;A0A0C4ZN23;C6EVR8;P43627;Q14951"	"3803"	"ENSG00000278692;ENSG00000273661;ENSG00000273578"	NA	"19q13.4"	NA	NA	NA	NA	NA	30	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8000_17"	"8000_17"	"8000-17"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8000_17_KIR2DL5A_KI2LA.txt.gz"	"8000_17_KIR2DL5A_KI2LA.txt.gz"	"KIR2DL5A"	"KI2LA"	"KIR2DL5A"	"KIR2DL5A"	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A"	"Killer cell immunoglobulin-like receptor 2DL5A"	NA	"A0A191URI1;A0A5J6VML2;A0A5J6VQF1;Q8N109;A0A376A8X2"	"57292"	"ENSG00000288357;ENSG00000278116;ENSG00000276177;ENSG00000275596;ENSG00000274676;ENSG00000276392;ENSG00000276686;ENSG00000274143"	NA	"19p13.3"	NA	NA	NA	NA	NA	40	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10428_1"	"10428_1"	"10428-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10428_1_KIR2DS2_KI2S2.txt.gz"	"10428_1_KIR2DS2_KI2S2.txt.gz"	"KIR2DS2"	"KI2S2"	"KIR2DS2"	"KIR2DS2"	"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2"	"Killer cell immunoglobulin-like receptor 2DS2"	NA	"A0A1W2PSB7;Q32MZ1;A0A1W2PNX5;Q14950;O75579;A0A0G2JPR7;O43755;A0A109R3B6;A0A2R4FYK5;A0A7D5BR21;D0UWM7;K7R1S5;P43631;Q14955;Q6H2G9;Q9UPI8"	"100132285"	"ENSG00000277885;ENSG00000275737;ENSG00000276139;ENSG00000274438;ENSG00000275452;ENSG00000275253;ENSG00000284033;ENSG00000275735;ENSG00000278152;ENSG00000276425;ENSG00000274518;ENSG00000276258;ENSG00000278300"	NA	"19q13.4"	NA	NA	NA	NA	NA	208	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_5097_14"	"5097_14"	"5097-14"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5097_14_KIR3DS1_KI3S1.txt.gz"	"5097_14_KIR3DS1_KI3S1.txt.gz"	"KIR3DS1"	"KI3S1"	"KIR3DS1"	"KIR3DS1"	"killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1"	"Killer cell immunoglobulin-like receptor 3DS1"	NA	"A0A1W2PRN0;B6CDM6;I6LEM2;I6LEM3;I6LFJ3;I6LFJ4;O43469;A0A0G2JN05;Q99565;Q4KN23;A0A0G2JNN4;Q14943;Q5UCD2"	"3813"	"ENSG00000283719;ENSG00000284111;ENSG00000283889;ENSG00000274465;ENSG00000275037;ENSG00000275608;ENSG00000276534;ENSG00000276498;ENSG00000274283;ENSG00000275434"	NA	"19q13.4"	NA	NA	NA	NA	NA	130	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6391_52"	"6391_52"	"6391-52"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6391_52_LILRA3_LIRA3.txt.gz"	"6391_52_LILRA3_LIRA3.txt.gz"	"LILRA3"	"LIRA3"	"LILRA3"	"LILRA3"	"leukocyte immunoglobulin like receptor A3"	"Leukocyte immunoglobulin-like receptor subfamily A member 3"	NA	"H2B4M3;J3KPM2;O15469;O15470;O75016;Q8N151;Q8N154;Q8N6C8;Q8NHJ1;Q8NHJ2;Q8NHJ3;Q8NHJ4"	"11026"	"ENSG00000276175;ENSG00000278046;ENSG00000273884;ENSG00000275841"	NA	"19q13.4"	NA	NA	NA	NA	NA	48	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18192_69"	"18192_69"	"18192-69"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18192_69_MAGEA5_MAGE_5.txt.gz"	"18192_69_MAGEA5_MAGE_5.txt.gz"	"MAGEA5"	"MAGE_5"	"LOC100533997"	"LOC100533997"	"MAGEA10-MAGEA5 readthrough"	"Melanoma-associated antigen 5"	NA	"P43359;Q32MD0"	"100533997"	"ENSG00000266560"	NA	"Xq28"	NA	NA	NA	NA	NA	2	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18195_3"	"18195_3"	"18195-3"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18195_3_ORAOV1_ORAV1.txt.gz"	"18195_3_ORAOV1_ORAV1.txt.gz"	"ORAOV1"	"ORAV1"	"LTO1"	"LTO1"	"LTO1 maturation factor of ABCE1"	"Oral cancer-overexpressed protein 1"	NA	"B2R4R2;F5GZY6;Q8NFK0;Q8WV07"	"220064"	"ENSG00000149716"	NA	"11q13.3"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12367_52"	"12367_52"	"12367-52"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12367_52_TMEM57_MACOI.txt.gz"	"12367_52_TMEM57_MACOI.txt.gz"	"TMEM57"	"MACOI"	"MACO1"	"MACO1"	"macoilin 1"	"Macoilin"	NA	"Q8N5G2;B1AK00;Q2TLX5;Q2TLX6;Q9NVG6"	"55219"	"ENSG00000204178"	NA	"1p36.11"	NA	NA	NA	NA	NA	5	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_15299_102"	"15299_102"	"15299-102"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/15299_102_MESDC2_MESD2.txt.gz"	"15299_102_MESDC2_MESD2.txt.gz"	"MESDC2"	"MESD2"	"MESD"	"MESD"	"mesoderm development LRP chaperone"	"LDLR chaperone MESD"	NA	"B4DW84;D3DW96;Q14696;Q969U1"	"23184"	"ENSG00000117899"	NA	"15q25.1"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7956_11"	"7956_11"	"7956-11"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7956_11_MINOS1_MOS1.txt.gz"	"7956_11_MINOS1_MOS1.txt.gz"	"MINOS1"	"MOS1"	"MICOS10"	"MICOS10"	"mitochondrial contact site and cristae organizing system subunit 10"	"MICOS complex subunit MIC10"	NA	"Q5TGZ0;Q96G68;R4GNA1;A0A087WU07"	"440574"	"ENSG00000173436"	NA	"1p36.13"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9075_121"	"9075_121"	"9075-121"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9075_121_KIAA1024_K1024.txt.gz"	"9075_121_KIAA1024_K1024.txt.gz"	"KIAA1024"	"K1024"	"MINAR1"	"MINAR1"	"membrane integral NOTCH2 associated receptor 1"	"UPF0258 protein KIAA1024"	NA	"A7MD43;H0YNN7;Q9UPX6"	"23251"	"ENSG00000169330"	NA	"15q25.1"	NA	NA	NA	NA	NA	3	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
